# 更新日期: 2026-03-29 14:39:21

央视卫视,#genre#
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
天津卫视,http://107.150.60.122/live/tjwshd.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://107.150.60.122/live/sdwshd.m3u8
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
深圳卫视,http://107.150.60.122/live/szwshd.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
西藏卫视,http://107.150.60.122/live/xzws.m3u8
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
浙江卫视4K,https://bd-xwl.cztv.com/live/channel4k2160p.m3u8
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CCTV-1,http://116.1.148.123:9901/newlive/live/hls/1/live.m3u8
CCTV-2,http://116.1.148.123:9901/newlive/live/hls/2/live.m3u8
CCTV-3,http://116.1.148.123:9901/newlive/live/hls/3/live.m3u8
CCTV-4,http://116.1.148.123:9901/newlive/live/hls/4/live.m3u8
CCTV-5,http://116.1.148.123:9901/newlive/live/hls/5/live.m3u8
CCTV-5+,http://116.1.148.123:9901/newlive/live/hls/15/live.m3u8
CCTV-6,http://116.1.148.123:9901/newlive/live/hls/6/live.m3u8
CCTV-7,http://116.1.148.123:9901/newlive/live/hls/7/live.m3u8
CCTV-8,http://116.1.148.123:9901/newlive/live/hls/8/live.m3u8
CCTV-9,http://116.1.148.123:9901/newlive/live/hls/9/live.m3u8
CCTV-10,http://116.1.148.123:9901/newlive/live/hls/10/live.m3u8
CCTV-11,http://116.1.148.123:9901/newlive/live/hls/11/live.m3u8
CCTV-12,http://116.1.148.123:9901/newlive/live/hls/12/live.m3u8
CCTV-14,http://116.1.148.123:9901/newlive/live/hls/13/live.m3u8
CCTV-15,http://116.1.148.123:9901/newlive/live/hls/14/live.m3u8
CCTV-17,http://116.1.148.123:9901/newlive/live/hls/16/live.m3u8




咪咕央卫,#genre#

CCTV1,http://49.235.155.249:3566/608807420
CCTV2,http://49.235.155.249:3566/631780532
CCTV3,http://49.235.155.249:3566/624878271
CCTV4,http://49.235.155.249:3566/631780421
CCTV5,http://49.235.155.249:3566/641886683
CCTV5+,http://49.235.155.249:3566/641886773
CCTV6,http://49.235.155.249:3566/624878396
CCTV7,http://49.235.155.249:3566/673168121
CCTV8,http://49.235.155.249:3566/624878356
CCTV9,http://49.235.155.249:3566/673168140
CCTV10,http://49.235.155.249:3566/624878405
CCTV11,http://49.235.155.249:3566/667987558
CCTV12,http://49.235.155.249:3566/673168185
CCTV13,http://49.235.155.249:3566/608807423
CCTV14,http://49.235.155.249:3566/624878440
CCTV15,http://49.235.155.249:3566/673168223
CCTV17,http://49.235.155.249:3566/673168256
CCTV4欧洲,http://49.235.155.249:3566/608807419
CCTV4美洲,http://49.235.155.249:3566/608807416
赛事最经典,http://49.235.155.249:3566/646596895
体坛名栏汇,http://49.235.155.249:3566/629943305
四海钓鱼,http://49.235.155.249:3566/637444975
陕西体育,http://49.235.155.249:3566/956909356
辽宁体育,http://49.235.155.249:3566/962067526
东方卫视,http://49.235.155.249:3566/651632648
江苏卫视,http://49.235.155.249:3566/623899368
广东卫视,http://49.235.155.249:3566/608831231
北京卫视,http://49.235.155.249:3566/630287636
辽宁卫视,http://49.235.155.249:3566/630291707
河北卫视,http://49.235.155.249:3566/962042070
江西卫视,http://49.235.155.249:3566/783847495
陕西卫视,http://49.235.155.249:3566/738910838
湖北卫视,http://49.235.155.249:3566/947472496
农林卫视,http://49.235.155.249:3566/956904896
兵团卫视,http://49.235.155.249:3566/956923145
上海新闻综合,http://49.235.155.249:3566/651632657
上视东方影视,http://49.235.155.249:3566/617290047
公共新闻频道,http://49.235.155.249:3566/626064693
盐城新闻综合,http://49.235.155.249:3566/639731825
江阴新闻综合,http://49.235.155.249:3566/955227979
南通新闻综合,http://49.235.155.249:3566/955227985
宜兴新闻综合,http://49.235.155.249:3566/955227996
溧水新闻综合,http://49.235.155.249:3566/639737327
陕西银龄频道,http://49.235.155.249:3566/956909362
陕西都市青春频道,http://49.235.155.249:3566/956909358
陕西秦腔频道,http://49.235.155.249:3566/956909303
陕西新闻资讯频道,http://49.235.155.249:3566/956909289
财富天下,http://49.235.155.249:3566/956923159
辽宁公共频道,http://49.235.155.249:3566/962045223
辽宁生活频道,http://49.235.155.249:3566/962045226
辽宁影视剧频道,http://49.235.155.249:3566/962067517
宁夏文旅频道,http://49.235.155.249:3566/962067523
宁夏经济频道,http://49.235.155.249:3566/962067520
经典香港电影,http://49.235.155.249:3566/625703337
抗战经典影片,http://49.235.155.249:3566/617432318
新片放映厅,http://49.235.155.249:3566/619495952
CHC影迷电影,http://49.235.155.249:3566/952383261
CHC动作电影,http://49.235.155.249:3566/644368714
CHC家庭影院,http://49.235.155.249:3566/644368373
和美乡途轮播台,http://49.235.155.249:3566/713591450
最强综艺趴,http://49.235.155.249:3566/629942228



体育-昨天,#genre#
WTT 简彤娟3-1力克晋级 篠塚大登横扫取胜 全场回放（一号桌） 00:00,http://49.235.155.249:3566/963851140
WTT 简彤娟3-1力克晋级 篠塚大登横扫取胜 全场回放（二号桌） 00:00,http://49.235.155.249:3566/963851173
NBA 步行者VS快船 全场回放（徐秦威） 06:55,http://49.235.155.249:3566/963854971
NBA 步行者VS快船 全场回放（英文原声） 06:55,http://49.235.155.249:3566/963855258
马拉松系列赛 2026年上海苏州河半程马拉松 2026上海苏州河半程马拉松全场回放 06:20,http://49.235.155.249:3566/963856417
NBA 骑士VS热火 全场回放（姜帆、周赫） 07:25,http://49.235.155.249:3566/963855392
NBA 骑士VS热火 全场回放（英文原声） 07:25,http://49.235.155.249:3566/963855364
NBA 凯尔特人VS老鹰 全场回放（季孟年） 07:25,http://49.235.155.249:3566/963854791
NBA 凯尔特人VS老鹰 全场回放（英文原声） 07:25,http://49.235.155.249:3566/963855300
NBA 灰熊VS火箭 全场回放（孙博、马健、秋童） 07:55,http://49.235.155.249:3566/963855689
NBA 灰熊VS火箭 全场回放（英文原声） 07:55,http://49.235.155.249:3566/963856483
NBA 雷霆VS公牛 全场回放（罗森） 07:55,http://49.235.155.249:3566/963855793
NBA 雷霆VS公牛 全场回放（英文原声） 07:55,http://49.235.155.249:3566/963856269
G联赛 奥斯汀马刺队VS撕裂之城混音 全场回放（邢晨） 07:55,http://49.235.155.249:3566/963856065
G联赛 奥斯汀马刺队VS撕裂之城混音 全场回放（英文原声） 07:55,http://49.235.155.249:3566/963858405
安徽省羽毛球联赛 2026安徽省皖美运动汇“徽羽赛”揭幕赛 2026安徽省皖美运动汇“徽羽赛”揭幕赛全场回放 8:25,http://49.235.155.249:3566/963859210
NBA 猛龙VS鹈鹕 全场回放（王凯） 08:25,http://49.235.155.249:3566/963856431
NBA 猛龙VS鹈鹕 全场回放（英文原声） 08:25,http://49.235.155.249:3566/963856610
NBA 掘金VS爵士 全场回放（邵化谦） 08:55,http://49.235.155.249:3566/963857008
NBA 掘金VS爵士 全场回放（英文原声） 08:55,http://49.235.155.249:3566/963856717
NBA 开拓者VS独行侠 全场回放（连睿、王润陶） 09:55,http://49.235.155.249:3566/963857033
NBA 开拓者VS独行侠 全场回放（英文原声） 09:55,http://49.235.155.249:3566/963857455
NBA 开拓者VS独行侠 全场回放（智能字幕） 09:55,http://49.235.155.249:3566/963857527
NBA 勇士VS奇才 全场回放（王冠证、陈正昊、金佳悦） 09:55,http://49.235.155.249:3566/963858606
NBA 勇士VS奇才 全场回放（拜月宁） 09:55,http://49.235.155.249:3566/963857148
NBA 勇士VS奇才 全场回放（英文原声） 09:55,http://49.235.155.249:3566/963857155
NBA 勇士VS奇才 全场回放（AI字幕） 09:55,http://49.235.155.249:3566/963857154
NBA 湖人VS篮网 全场回放（杨健、曾令旭、苏群、佳依） 10:25,http://49.235.155.249:3566/963857642
NBA 湖人VS篮网 全场回放（郑泽鹏） 10:25,http://49.235.155.249:3566/963857388
NBA 湖人VS篮网 全场回放（英文原声） 10:25,http://49.235.155.249:3566/963857394
江苏城市电竞联赛 揭幕开战！苏州 VS 南京 2026江苏省城市电竞联赛全场回放：苏州vs南京（官方解说） 12:30,http://49.235.155.249:3566/963864364
亚冠女足 日视东京绿茵美人女足VS内湖公马女足 全场回放（沈云怡） 12:45,http://49.235.155.249:3566/963858631
安徽省乒乓球联赛 2026安徽省乒乓球联赛滁州市定远县海选赛day1 2026安徽省乒乓球联赛滁州市定远县海选赛day1全场回放（赛场原声） 4:15,http://49.235.155.249:3566/963860482
广西县级足球超级联赛 南宁市江南区0-5北海市海城区队 25/26赛季广西县级足球超级联赛第5轮全场回放：南宁市江南区0:5北海市海城区队 4:30,http://49.235.155.249:3566/963861477
广西县级足球超级联赛 来宾市武宣县队0-1柳州市融水苗族自治县队 25/26赛季广西县级足球超级联赛第5轮全场回放：来宾市武宣县队0:1柳州市融水苗族自治县队 4:30,http://49.235.155.249:3566/963861682
广西县级足球超级联赛 贺州市八步区队2-3玉林市北流市队 25/26赛季广西县级足球超级联赛第6轮全场回放：贺州市八步区队2:3玉林市北流市队 4:30,http://49.235.155.249:3566/963861659
广西县级足球超级联赛 贺州市平桂区队2-4梧州市苍梧县队 25/26赛季广西县级足球超级联赛第6轮全场回放：贺州市平桂区队2:3梧州市苍梧县队 4:30,http://49.235.155.249:3566/963861526
安徽省乒乓球联赛 2026安徽省乒乓球联赛阜阳市界首市海选赛day1 2026安徽省乒乓球联赛阜阳市界首市海选赛day1全场回放（赛场原声） 14:30,http://49.235.155.249:3566/963864293
安徽省乒乓球联赛 2026安徽省乒乓球联赛太和县海选赛day1 2026安徽省乒乓球联赛太和县海选赛day1全场回放（赛场原声） 14:30,http://49.235.155.249:3566/963862670
重庆城市足球超级联赛 梁平运虹队VS沙坪坝陈昌银队 25/26赛季重庆城市足球超级联赛5-8名(半决赛): 梁平运虹队vs沙坪坝陈昌银队 15:00,http://49.235.155.249:3566/963810907
重庆城市足球超级联赛 铜梁火龙队VS长寿飞华队 25/26赛季重庆城市足球超级联赛5-8名(半决赛): 铜梁火龙队vs长寿飞华队 15:00,http://49.235.155.249:3566/963810923
四川省城市足球联赛 南充丝绸源点队VS乐山味道非常队 全场回放 5:30,http://49.235.155.249:3566/963862342
安徽省青少年足球联赛 滁州VS亳州 全场回放 5:30,http://49.235.155.249:3566/963862469
亚冠女足 我故乡女足VS胡志明市女足 全场回放（胡小凡） 15:45,http://49.235.155.249:3566/963860733
WTT 朱芊曦横扫晋级 简彤娟2-3惜败 全场回放（凌维康） 18:00,http://49.235.155.249:3566/963865586
WTT 朱芊曦横扫晋级 简彤娟2-3惜败 全场回放（一号桌） 18:00,http://49.235.155.249:3566/963866638
WTT 朱芊曦横扫晋级 简彤娟2-3惜败 全场回放（二号桌） 18:00,http://49.235.155.249:3566/963866494
李景亮,郝俊 18:50" tvg-logo="https://img.cmvideo.cn/publish/noms_wc/nomsworldcup/2026/03/24/776RCR9E8S16.png" group-title="体育-昨天",JCK JCK王者系列第012期：库尔班江VS亚历山大 【全场回放】王琰博,李景亮,郝俊 18:50,http://49.235.155.249:3566/963866172
重庆城市足球超级联赛 丰都南天湖队VS两江临空队 25/26赛季重庆城市足球超级联赛1-4名半决赛(第一回合): 丰都南天湖队vs两江临空队 19:00,http://49.235.155.249:3566/963810943
重庆城市足球超级联赛 江津润通动力队VS秀山毛尖队 25/26赛季重庆城市足球超级联赛1-4名半决赛(第一回合): 江津润通动力队vs秀山毛尖队 19:00,http://49.235.155.249:3566/963810952
江西省城市篮球联赛 九江89-73景德镇 2026江西省城市篮球联赛季后赛第一轮全场回放：九江vs景德镇 19:00,http://49.235.155.249:3566/963865725
WCBA 合肥文旅VS浙江稠州银行 全场回放（现场解说） 19:25,http://49.235.155.249:3566/963866226
WCBA 合肥文旅VS浙江稠州银行 全场回放（原声） 19:25,http://49.235.155.249:3566/963865706
WCBA 厦门环东文旅VS石家庄英励 全场回放（现场解说） 19:25,http://49.235.155.249:3566/963866619
WCBA 厦门环东文旅VS石家庄英励 全场回放（原声） 19:25,http://49.235.155.249:3566/963866446
NBL 山东蜜獾VS上海玄鸟 全场回放（官方解说） 19:20,http://49.235.155.249:3566/963866857
NBL 山东蜜獾VS上海玄鸟 全场回放（原声） 19:20,http://49.235.155.249:3566/963866207
NBL 长沙勇胜VS合肥狂风 全场回放（官方解说） 19:20,http://49.235.155.249:3566/963866063
NBL 长沙勇胜VS合肥狂风 全场回放（原声） 19:20,http://49.235.155.249:3566/963865911
安徽省青少年足球联赛 淮北VS合肥 全场回放 19:30,http://49.235.155.249:3566/963866203
广东省城市篮球联赛 惠州VS清远 2026广东省城市篮球联赛第二轮: 惠州vs清远 19:30,http://49.235.155.249:3566/963843575
广东省城市篮球联赛 揭阳VS深圳 2026广东省城市篮球联赛第二轮: 揭阳vs深圳 19:30,http://49.235.155.249:3566/963843738
广东省城市篮球联赛 河源VS汕头 2026广东省城市篮球联赛第二轮: 河源vs汕头 19:30,http://49.235.155.249:3566/963843984
广东省城市篮球联赛 韶关VS梅州 2026广东省城市篮球联赛第二轮: 韶关vs梅州 19:30,http://49.235.155.249:3566/963844028
广东省城市篮球联赛 东莞VS汕尾 2026广东省城市篮球联赛第二轮: 东莞vs汕尾 19:30,http://49.235.155.249:3566/963844060
广东省城市篮球联赛 阳江VS湛江 2026广东省城市篮球联赛第二轮: 阳江vs湛江 19:30,http://49.235.155.249:3566/963843739
广东省城市篮球联赛 江门VS珠海 2026广东省城市篮球联赛第二轮: 江门vs珠海 19:30,http://49.235.155.249:3566/963843816
广东省城市篮球联赛 佛山VS肇庆 2026广东省城市篮球联赛第二轮: 佛山vs肇庆 19:30,http://49.235.155.249:3566/963843868
广东省城市篮球联赛 中山VS茂名 2026广东省城市篮球联赛第二轮: 中山vs茂名 19:30,http://49.235.155.249:3566/963843895
四川省城市足球联赛 达州川汉子队VS绵阳九洲长虹队 全场回放 18:35,http://49.235.155.249:3566/963866652
四川省城市足球联赛 德阳重装队VS成都锦城队 全场回放 18:35,http://49.235.155.249:3566/963866872
四川省城市足球联赛 自贡灯城燊龙队VS凉山好医生队 全场回放 18:35,http://49.235.155.249:3566/963866379
CFA中国之队·国际足球锦标赛 中国U23VS朝鲜U23 全场回放 19:20,http://49.235.155.249:3566/963866626
CFA中国之队·国际足球锦标赛 中国U23VS朝鲜U23 全场回放（孙雨轩、王宇） 19:20,http://49.235.155.249:3566/963865346
英女超 埃弗顿女足VS利物浦女足 全场回放（涂远） 19:45,http://49.235.155.249:3566/963865602
英女超 曼联女足VS曼城女足 全场回放（吴桐） 21:15,http://49.235.155.249:3566/963866566
体育-今天,#genre#
WTT 荣耀加冕！罗伯勒斯/肖瑶茜混双夺冠 2026WTT突尼斯常规挑战赛Day5晚间场全场回放（赛场原声） 00:00,http://49.235.155.249:3566/963867499
WTT 荣耀加冕！罗伯勒斯/肖瑶茜混双夺冠 2026WTT突尼斯常规挑战赛混双决赛回放：玛纳什·沙/奇塔莱1-3罗伯勒斯/肖瑶茜 00:00,http://49.235.155.249:3566/963867342
英女超 阿森纳女足VS托特纳姆热刺女足 全场回放（兰子非） 01:15,http://49.235.155.249:3566/963867307
NBA 雄鹿VS马刺 王晓晨 02:55,http://49.235.155.249:3566/963723888
NBA 雄鹿VS马刺 英文原声 02:55,http://49.235.155.249:3566/963723895
WTA 萨巴伦卡VS高芙 刘钟鸣 宋光振 03:00,http://49.235.155.249:3566/963850880
WTA 萨巴伦卡VS高芙 赛场原声 03:00,http://49.235.155.249:3566/963659183
WTA 萨巴伦卡VS高芙 英文原声 03:00,http://49.235.155.249:3566/963659191
UFC格斗之夜 UFC格斗之夜：阿迪萨亚VS派弗 王琰博 郝俊 04:55,http://49.235.155.249:3566/963806005
UFC格斗之夜 UFC格斗之夜：阿迪萨亚VS派弗 英文原声 04:55,http://49.235.155.249:3566/963806049
UFC格斗之夜 UFC格斗之夜：阿迪萨亚VS派弗 智能字幕 04:55,http://49.235.155.249:3566/963806279
NBA 森林狼VS活塞 王冠证 05:25,http://49.235.155.249:3566/963724252
NBA 森林狼VS活塞 英文原声 05:25,http://49.235.155.249:3566/963724155
NBA 黄蜂VS76人 张泽欣 05:55,http://49.235.155.249:3566/963724323
NBA 黄蜂VS76人 英文原声 05:55,http://49.235.155.249:3566/963724287
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026柳州银行杯·柳州马拉松 06:00,http://49.235.155.249:3566/963827496
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026悦达起亚盐城马拉松 07:15,http://49.235.155.249:3566/963827512
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026京东宿迁马拉松 07:15,http://49.235.155.249:3566/963827525
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 君乐宝2026石家庄马拉松赛 07:15,http://49.235.155.249:3566/963827528
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026长兴太湖图影马拉松 07:15,http://49.235.155.249:3566/963827541
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026中国银行扬州半程马拉松暨东亚半程马拉松锦标赛 07:15,http://49.235.155.249:3566/963827561
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026问界重庆女子半程马拉松 07:15,http://49.235.155.249:3566/963827575
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026广东宏大·宏大防务连南半程马拉松 07:15,http://49.235.155.249:3566/963827595
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026龙游半程马拉松 07:15,http://49.235.155.249:3566/963827612
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026乐山犍为茉莉之乡半程马拉松 07:45,http://49.235.155.249:3566/963827630
马拉松系列赛 柳州、盐城、宿迁等11场马拉松 2026贵阳贵安樱花半程马拉松 08:45,http://49.235.155.249:3566/963827640
PFL PFL匹兹堡站：埃布伦VS巴特 汪乐 07:00,http://49.235.155.249:3566/963794989
PFL PFL匹兹堡站：埃布伦VS巴特 英文原声 07:00,http://49.235.155.249:3566/963794969
NBA 老鹰VS国王 王凯 07:25,http://49.235.155.249:3566/963724435
NBA 老鹰VS国王 英文原声 07:25,http://49.235.155.249:3566/963724364
马拉松系列赛 2026悦达起亚盐城马拉松 2026悦达起亚盐城马拉松 07:15,http://49.235.155.249:3566/963827512
马拉松系列赛 2026京东宿迁马拉松 2026京东宿迁马拉松 07:15,http://49.235.155.249:3566/963827525
马拉松系列赛 君乐宝2026石家庄马拉松赛 君乐宝2026石家庄马拉松赛 07:15,http://49.235.155.249:3566/963827528
马拉松系列赛 2026长兴太湖图影马拉松 2026长兴太湖图影马拉松 07:15,http://49.235.155.249:3566/963827541
马拉松系列赛 2026中国银行扬州半程马拉松 2026中国银行扬州半程马拉松 07:15,http://49.235.155.249:3566/963827561
马拉松系列赛 2026问界重庆女子半程马拉松 2026问界重庆女子半程马拉松 07:15,http://49.235.155.249:3566/963827575
马拉松系列赛 2026广东宏大·宏大防务连南半程马拉松 2026广东宏大·宏大防务连南半程马拉松 07:15,http://49.235.155.249:3566/963827595
马拉松系列赛 2026龙游半程马拉松 2026龙游半程马拉松 07:15,http://49.235.155.249:3566/963827612
NBA 灰熊VS公牛 刘沛元 07:55,http://49.235.155.249:3566/963725011
NBA 灰熊VS公牛 英文原声 07:55,http://49.235.155.249:3566/963724478
马拉松系列赛 2026乐山犍为茉莉之乡半程马拉松 2026乐山犍为茉莉之乡半程马拉松 07:45,http://49.235.155.249:3566/963827630
马拉松系列赛 2026贵阳贵安樱花半程马拉松 2026贵阳贵安樱花半程马拉松 08:45,http://49.235.155.249:3566/963827640
NBA 太阳VS爵士 李天宇 陈正昊 魏欣怡 09:45,http://49.235.155.249:3566/963725104
NBA 太阳VS爵士 英文原声 09:55,http://49.235.155.249:3566/963725055
NBA 太阳VS爵士 智能字幕 09:55,http://49.235.155.249:3566/963725047
亚冠女足 墨尔本城女足VS纳萨夫女足 兰子非 11:45,http://49.235.155.249:3566/963824560
亚冠女足 墨尔本城女足VS纳萨夫女足 赛场原声 11:45,http://49.235.155.249:3566/963824543
BWF 经典重映-2025年终总决赛 伪直播 12:00,http://49.235.155.249:3566/963823493
国际乒联澳门单打世界杯 抽签仪式 刘馨蕊 13:30,http://49.235.155.249:3566/963811694
国际乒联澳门单打世界杯 抽签仪式 现场原声 13:30,http://49.235.155.249:3566/963811637
安徽省乒乓球联赛 2026安徽省乒乓球联赛滁州市定远县海选赛day2 2026安徽省乒乓球联赛滁州市定远县海选赛day2 14:15,http://49.235.155.249:3566/963833127
广西县级足球超级联赛 防城港市港口区队vs防城港市东兴市队 2026广西县级足球超级联赛第六轮: 防城港市港口区队vs防城港市东兴市队 14:30,http://49.235.155.249:3566/963811010
广西县级足球超级联赛 北海市合浦县队vs崇左市凭祥市队 2026广西县级足球超级联赛第六轮: 北海市合浦县队vs崇左市凭祥市队 14:30,http://49.235.155.249:3566/963811023
广西县级足球超级联赛 梧州市岑溪队vs贵港市港南区队 2026广西县级足球超级联赛第六轮: 梧州市岑溪队vs贵港市港南区队 14:30,http://49.235.155.249:3566/963811044
广西县级足球超级联赛 百色市田东县队vs南宁市宾阳县队 2026广西县级足球超级联赛第五轮: 百色市田东县队vs南宁市宾阳县 14:30,http://49.235.155.249:3566/963811051
安徽省乒乓球联赛 2026安徽省乒乓球联赛阜阳市界首市海选赛day2 2026安徽省乒乓球联赛阜阳市界首市海选赛day2 14:30,http://49.235.155.249:3566/963833157
安徽省乒乓球联赛 2026安徽省乒乓球联赛太和县海选赛day2 2026安徽省乒乓球联赛太和县海选赛day2 14:30,http://49.235.155.249:3566/963833187
